,count,id,len,maior,menor,mean,median,predicted
465,47,652,10,1316579079,-1664047218,103976642,341797400,2
466,47,653,10,1142740359,-1947701230,-372049663,-401001631,2
467,47,655,10,1958290404,-1871181498,-154114836,-537990644,2
468,47,657,10,1764079279,-1938814886,12780923,-479026857,2
469,47,660,10,1704612157,-1773370032,274467176,534654305,2
470,48,661,10,1650350556,-1714337829,-176158164,-161100754,2
471,48,662,10,2004729632,-1571023581,-62101502,-335154303,2
472,48,663,10,1231759104,-1981567042,-339955161,-676007268,2
473,48,664,10,1701901862,-1907346755,597823054,1225738876,2
474,48,666,10,2113978879,-1310371963,259670085,-116607905,2
475,48,671,10,2098483983,-2045391780,-178548645,-74731335,2
476,48,672,10,1984954189,-1813630109,68975490,-358262795,2
477,48,673,10,2123024676,-1998403458,416510069,393399236,2
478,48,674,10,1901354181,-1612770267,-159239942,-460399935,2
479,48,676,10,1984316982,-1801731598,-32403601,-223420978,2
480,49,678,10,1136672673,-1074583689,244968553,453420169,2
481,49,679,10,1850540243,-2127843757,25911017,103027632,2
482,49,680,10,1991096900,-1970721750,-239932136,-494380046,2
483,49,681,10,2006646318,-1584200145,158476476,-237336429,2
484,49,682,10,1868218349,-1443580986,78510283,-287290973,2
485,49,684,10,2101682176,-2131974025,376518104,159674357,2
486,49,685,10,1788367751,-2143329312,-269130101,-554451854,2
487,49,687,10,1755731545,-1312555157,-245464655,-159889664,2
488,49,688,10,1393022861,-2143220480,-238762076,-534282417,2
489,49,689,10,1712462043,-2098348913,-613141734,-968643059,2
490,50,690,10,2067837439,-1824445802,433757959,996047439,2
491,50,693,10,2089042594,-1794844466,278477621,757390981,2
492,50,694,10,1661481349,-1624320627,-168387411,-626557627,2
493,50,696,10,1931923141,-826735843,832223691,998608061,2
494,50,697,10,2087136549,-1431257949,139386342,157614904,2
495,50,699,10,1619234712,-1885125222,420020529,1165571844,2
496,50,701,10,1945667581,-2072621270,-232514567,-125451451,2
497,50,702,10,1620286579,-1879208617,-76678822,-99469414,2
498,50,703,10,1639514836,-1167428772,538486351,680342636,2
499,50,704,10,1559836783,-1948905232,16884684,148719264,2
500,51,706,10,1601715084,-2054736193,-36545460,-34373996,2
501,51,709,10,2011774237,-1965311318,169780514,138563470,2
502,51,714,10,1926831731,-1939170434,83361494,-174586468,2
503,51,715,10,1476794303,-1353473560,322040462,360831862,2
504,51,717,10,1761316026,-2023711430,-335990153,-517361640,2
505,51,718,10,765477355,-1987704367,-631156980,-702961227,2
506,51,721,10,2051758651,-2135891388,-251846337,-205840549,2
507,51,722,10,2137346407,-1633696211,768235493,1408296728,2
508,51,723,10,2039934880,-2005869884,545157065,859012843,2
509,51,724,10,1522476316,-1843142812,-88413498,-218191832,2
510,52,725,10,2139313010,-1471862141,-41995847,-540055633,2
511,52,726,10,301005523,-1965912293,-745787626,-592402891,2
512,52,729,10,1594769420,-2094776682,142866580,574971434,2
513,52,730,10,1871506057,-2038385395,135894449,387010879,2
514,52,731,10,944960908,-1785802560,-460291327,-272347221,2
515,52,732,10,2003712265,-1947673295,-58734099,16551182,2
516,52,733,10,1367286831,-1896587892,-377441304,-435044984,2
517,52,735,10,1781892934,-1730446345,-261060541,-251596039,2
518,52,737,10,1917803375,-1484373353,191315070,225405388,2
519,52,738,10,1909354947,-1936009337,80894565,-18561066,2
520,53,740,10,1808361937,-1463315788,125838978,75675130,2
521,53,743,10,556455112,-1217527931,-259482590,-58380051,2
522,53,744,10,2042795289,-1480671828,250532172,61772243,2
523,53,746,10,1511267631,-2059435050,-322606859,-537625805,2
524,53,748,10,1460305845,-1699299951,-232552344,-94416764,2
525,53,749,10,1765104093,-1814681495,117433099,752843807,2
526,53,750,10,1025954553,-1999353511,-680443280,-715518101,2
527,53,751,10,1978480620,-1936400304,-197766619,-308483897,2
528,53,752,10,1837651123,-2085073276,-255091428,-257645515,2
529,53,754,10,1891905125,-1630281701,-9236948,64740500,2
530,54,755,10,1778662554,-1694415034,141104757,36231205,2
531,54,756,10,1780562630,-2016525822,549543821,1103997991,2
532,54,757,10,1995235254,-1819044213,-363959285,-230407328,2
533,54,759,10,2061347540,-1562938385,205287474,244405117,2
534,54,760,10,2059742619,-2128678177,-258532055,-1046057981,2
535,54,761,10,1854588152,-1938981879,-109499611,31368413,2
536,54,763,10,2085541605,-1668289110,367721680,216708203,2
537,54,764,10,1920547936,-1606571636,37316196,-172044332,2
538,54,765,10,1465084501,-1689671933,15923300,8129219,2
539,54,767,10,1685628741,-2126059218,-660043286,-1011440762,2
540,55,771,10,1994032842,-1965086016,-89011856,-186748671,2
541,55,772,10,1768634698,-1914080865,-349875357,-913220153,2
542,55,773,10,1758530271,-1320263136,-42532909,-257470526,2
543,55,775,10,1586146636,-1433038063,-518249624,-897222481,2
544,55,777,10,1326212354,-1447725189,-450562562,-995637957,2
545,55,778,10,1781017851,-1697137771,195126118,179361800,2
546,55,779,10,1873268599,-1184587486,382962773,627219534,2
547,55,780,10,2059406796,-922117976,637704275,847587457,2
548,55,781,10,2137108922,-1431822263,463119498,311710251,2
549,55,782,10,736738143,-1445355864,-127547019,-41181368,2
550,56,784,10,1625036024,-1036891892,386952993,156137714,2
551,56,785,10,2026893745,-1244300992,826881980,937640188,2
552,56,787,10,1629249861,-1418563566,404900340,598853232,2
553,56,788,10,2106802451,-2029227558,-80916153,-565562557,2
554,56,789,10,2144256326,-2105646192,461710344,284850140,2
555,56,790,10,1327665111,-1468287927,-239226080,-311369168,2
556,56,791,10,1681020799,-2051721092,-28616925,-229956704,2
557,56,794,10,1998710466,-2043600426,452612391,831748326,2
558,56,796,10,2104009370,-920176411,710933384,610067043,2
559,56,797,10,386027010,-1783634537,-772699294,-816000029,2
560,57,798,10,1425215931,-1201568395,225121555,312442001,2
561,57,799,10,1062616521,-1855353530,-1032243541,-1173187795,2
562,57,800,10,1876818797,-2051785780,489971855,1004777999,2
563,57,803,10,1831579576,-1878240677,484317733,1307472866,2
564,57,804,10,2083263823,-2121023175,214587025,357788379,2
565,57,805,10,1921265212,-1836019669,-275623506,-826496666,2
566,57,807,10,2094086422,-2024639306,317907755,783016733,2
567,57,808,10,1896393966,-1165699893,804249182,1107143679,2
568,57,809,10,2110356591,-1346941560,827460912,1451972544,2
569,57,810,10,1688999425,-2007419018,-397536900,-453185930,2
570,58,811,10,1961009106,-1680391274,-165461907,-618503938,2
571,58,816,10,1226782658,-1788842319,-17325951,24410582,2
572,58,818,10,1791423150,-1744645104,-224624424,-666784522,2
573,58,822,10,2124647347,-669828246,709862318,845875958,2
574,58,823,10,1842566005,-2141630813,-388948438,-561148457,2
575,58,826,10,2076065888,-1076330815,253087133,-23918368,2
576,58,827,10,2136307209,-2100443756,-27872514,-258345359,2
577,58,829,10,1999352786,-1576846270,120165219,-14196863,2
578,58,831,10,1876356750,-2106603817,-81840514,-459259204,2
579,58,833,10,-178066591,-1916822377,-1115085335,-1187628604,2
580,59,834,10,1940624571,-1899705993,-258588582,-182164927,2
581,59,835,10,1904875911,-1457159241,150996314,172862662,2
582,59,836,10,1652714425,-1752401074,199170139,423671587,2
583,59,837,10,1891682279,-1829651124,-63010886,3774072,2
584,59,838,10,1739298284,-1845295416,96713043,-48954017,2
585,59,840,10,2137871341,-2010153343,244929155,540728740,2
586,59,842,10,1491600904,-2137718462,-826347386,-1424640303,2
587,59,843,10,1694805107,-856191590,267502727,243803880,2
588,59,844,10,1464127454,-1489513452,76625311,159346080,2
589,59,845,10,2064233422,-347841282,1338784101,1526143932,2
590,60,846,10,1673676848,-1884622441,-175907326,-382957007,2
591,60,847,10,2049346148,-2128165630,-111347360,-137204754,2
592,60,848,10,2145158979,-1266997747,471543486,536412324,2
593,60,849,10,2137671754,-2132350277,-304667358,-41721053,2
594,60,851,10,2024816062,-2021148173,-140547620,-64787953,2
595,60,852,10,1567743420,-2092906243,9344139,-105634765,2
596,60,853,10,2128255518,-1826480348,230822863,487981752,2
597,60,854,10,1341636046,-1360746913,368885073,718026384,2
598,60,855,10,1693501701,-1100042142,-171441382,-251640370,2
599,60,856,10,1980134146,-2046417856,-149788370,-305399131,2
600,61,858,10,1656390340,-1559775152,-319539223,-500697852,2
601,61,859,10,534845143,-1667974539,-589248284,-737057986,2
602,61,860,10,1946409811,-2105952078,20977873,145997932,2
603,61,863,10,1844044961,-2134437860,21073590,583192839,2
604,61,864,10,1284544291,-1699462529,64828309,787916549,2
605,61,865,10,1925286282,-1940538785,596749223,802099247,2
606,61,866,10,1544256746,-2097828604,-400922147,-230513204,2
607,61,867,10,2062227788,-2117806718,58857498,127388936,2
608,61,872,10,1673785351,-1921651891,-438822454,-732789498,2
609,61,873,10,2137475717,-2033910803,295940392,460387972,2
610,62,874,10,1833396901,-1967803296,-694838361,-836887152,2
611,62,875,10,2072891231,-1683057345,-289492871,-655384154,2
612,62,876,10,1738525063,-1647283330,735723086,1503782531,2
613,62,877,10,1666565842,-1857806994,-133814396,-68362246,2
614,62,878,10,1704871339,-1520559780,494452553,425824422,2
615,62,879,10,2115763575,-1936479121,195791922,126743176,2
616,62,880,10,2000144984,-2123327732,261028403,456851325,2
617,62,884,10,1641955745,-1767548045,340891195,730833649,2
618,62,885,10,1642594780,-2068640645,-387473323,-95219891,2
619,62,886,10,1533751362,-1431742223,121735210,180999012,2
620,63,887,10,1515605760,-1576446663,-137160596,-32334911,2
621,63,888,10,1983763879,-2051246312,120643130,-9122919,2
622,63,889,10,2000148924,-1816594701,-599041224,-836527821,2
623,63,891,10,1918243879,-2089535718,401357714,570717745,2
624,63,893,10,1424847937,-2090099294,-482584131,-377928471,2
625,63,895,10,1363308841,-2030268019,226058171,737425076,2
626,63,896,10,1751580592,-1663310046,-147423555,-550242079,2
627,63,898,10,1591264787,-2016118804,404373844,649376403,2
628,63,899,10,1405390191,-1917185751,-364128584,-329788397,2
629,63,900,10,2065134347,-1067523709,334842480,181219858,2
630,64,901,10,1776514459,-1263363461,668082075,771003944,2
631,64,902,10,1659732465,-2057104643,59531134,79376890,2
632,64,903,10,1389417133,-1736666844,-197424155,-602541232,2
633,64,907,10,1961854016,-1319289026,524959133,657849437,2
634,64,908,10,2068418563,-1647920950,55076227,-96630372,2
635,64,910,10,1152811522,-2041746623,-984242810,-1428052404,2
636,64,911,10,1366943605,-1925228459,-357547737,-818540303,2
637,64,914,10,1637170623,-1992776998,-714846311,-974625101,2
638,64,915,10,1965336691,-1867039694,70446582,465789938,2
639,64,916,10,1930985432,-2091639291,-257713381,-377053096,2
640,65,917,10,2031213400,-1618603974,205658600,238933817,2
641,65,918,10,1728538760,-2067995409,-815737981,-1158865564,2
642,65,919,10,1748461519,-1938814772,-288295828,-566842012,2
643,65,920,10,2024467176,-1963930984,22170130,85906759,2
644,65,921,10,2046853402,-2095268874,-424805749,-857211103,2
645,65,922,10,1966778700,-1554607758,-39572732,-274817716,2
646,65,924,10,1498586796,-1457845359,111023843,200545654,2
647,65,925,10,1958818885,-1610038966,-247756948,-629119989,2
648,65,926,10,1687754944,-1990941230,-60716113,-110786533,2
649,65,927,10,1967160323,-2083560419,113319782,394231038,2
650,66,929,10,1502006674,-2085735340,-325975187,-158545667,2
651,66,931,10,1956406396,-1526669065,406198593,350289983,2
652,66,932,10,1878415830,-2001137581,-732152754,-1234368189,2
653,66,933,10,1936394612,-1751482778,288638710,3187890,2
654,66,934,10,1189887629,-1209757054,206102718,629176813,2
655,66,935,10,1166166255,-1900987857,-552762634,-1273696702,2
656,66,937,10,1828034054,-2144447507,-465448907,-629139933,2
657,66,938,10,992818451,-2130617982,-749122153,-1126211394,2
658,66,939,10,1809462118,-1308473895,427942539,278060294,2
659,66,940,10,1834274128,-1953498768,341920631,763367959,2
660,67,942,10,1817790765,-1719399368,-466075114,-896530229,2
661,67,944,10,1812002902,-1797717983,-16741947,-34345762,2
662,67,946,10,1882540476,-2067059908,226507127,639566514,2
663,67,947,10,1529356866,-838842598,48400509,-81561104,2
664,67,948,10,2094684024,-2065433532,-94042326,-123180393,2
665,67,950,10,2090638200,-1841834453,43060156,-43484735,2
666,67,951,10,2019890488,-1989130022,-93884882,-60900621,2
667,67,953,10,1988698771,-2111861804,7271366,124335419,2
668,67,954,10,1460531605,-2066675036,93347126,55042780,2
669,67,955,10,1896215347,-2006306628,86988584,82059245,2
670,68,956,10,1069039872,-1869933369,-16486947,223491540,2
671,68,957,10,1681171706,-1736427864,374889261,511608837,2
672,68,959,10,1929276684,-1955124214,-219758249,-562809426,2
673,68,960,10,976849785,-2009152259,-725543441,-1220944503,2
674,68,961,10,1820585021,-1990611901,318510069,430934005,2
675,68,962,10,2129760443,-1720810988,-11696108,-452271774,2
676,68,963,10,1900603064,-2098384259,-4575699,24988902,2
677,68,964,10,2109552715,-1700069282,-359392479,-609287359,2
678,68,966,10,2002747554,-1765788659,409264060,378899744,2
679,68,968,10,1755141399,-1121953314,293893788,121585083,2
680,69,970,10,2124059325,-2139568456,-94731557,-398775715,2
681,69,971,10,1733163576,-1801085327,193146643,393026072,2
682,69,972,10,1681675349,-2074223335,-379405260,-258305036,2
683,69,975,10,2053828375,-2103405464,247606105,1009249276,2
684,69,976,10,1973549463,-1128145028,484476723,734200589,2
685,69,977,10,2026179847,-1482007481,912668215,1143543319,2
686,69,984,10,1090602540,-1696244593,-414813923,-463680541,2
687,69,986,10,1999417331,-1196608162,526445755,396187595,2
688,69,987,10,1534210843,-2088617326,-404731966,-617911915,2
689,69,989,10,1917943970,-2122550665,-479502226,-1111096029,2
690,70,990,10,1968838082,-2122840143,-371710406,-941728747,2
691,70,991,10,2078623910,-1042856451,287323559,243404252,2
692,70,992,10,1951399331,-951481276,175532890,-55184167,2
693,70,994,10,1491819737,-1681198154,-172877764,-234804910,2
694,70,995,10,1040063211,-2033353480,-414932084,24609498,2
695,70,996,10,2069320301,-1892898432,-38651274,-7003940,2
696,70,999,10,2054467249,-1943691364,236512629,443259388,2
697,70,1000,10,2021232171,-1950845189,-199012277,-193604793,2
698,70,1002,10,1764156364,-1531439059,-168062985,-328395911,2
699,70,1003,10,1935119676,-2141038894,-433368891,-524098440,2
700,71,1004,10,1810180181,-350938260,261757409,82880567,2
701,71,1005,10,1065051364,-1775396505,-564776595,-450174699,2
702,71,1006,10,2074196783,-1400962446,112455094,-234463072,2
703,71,1007,10,1622979499,-1439520728,-77743233,-336731978,2
704,71,1008,10,1466829403,-1421187908,-317091791,-480604724,2
705,71,1009,10,933654756,-1969204691,-585730251,-550756590,2
706,71,1013,10,2091644150,-1025527276,247020710,-212295408,2
707,71,1014,10,1820122809,-2013031716,-675681568,-1263894872,2
708,71,1015,10,2105522972,-1831389719,57460449,329974162,2
709,71,1016,10,1523966280,-1699906952,-19386693,106713977,2
710,72,1018,10,2082562687,-1657846032,216453701,122627334,2
711,72,1020,10,1701179876,-1698201388,235690887,815954616,2
712,72,1021,10,2010172845,-2003915452,356632063,492845104,2
713,72,1022,10,1527423007,-1900569145,373726109,913421981,2
714,72,1023,10,1836949910,-1710668027,494179076,661134370,2
715,72,1025,10,1860645986,-1950907803,-7655216,2847342,2
716,72,1026,10,1946063381,-2141477703,231083393,602156241,2
717,72,1027,10,1074087700,-2055295908,-479066827,-286283498,2
718,72,1028,10,1616874809,-1536038149,1980731,-54484698,2
719,72,1031,10,2036417401,-2024086202,248281046,420566356,2
720,73,1032,10,1402179696,-1871621359,-40613760,-157844055,2
721,73,1033,10,1045395806,-847526880,226464720,377605216,2
722,73,1034,10,975019640,-2134955181,-506755178,-483487717,2
723,73,1036,10,2135254292,-2123563930,87741122,-67221054,2
724,73,1037,10,1721431771,-2016625417,175679605,645809731,2
725,73,1038,10,2075536167,-1919466954,20435393,31851621,2
726,73,1039,10,1937792563,-2047415186,563443880,1280097156,2
727,73,1041,10,2129930156,-1851820814,451622852,679172389,2
728,73,1043,10,1715087554,-2115570841,23400229,385010251,1
729,73,1044,10,1387610112,-1980948462,-225110719,375448098,2
730,74,1046,10,1751924141,-2053703255,-274771053,-258167457,2
731,74,1048,10,1449878676,-1616410297,127649426,242388909,2
732,74,1049,10,1994406592,-1354663338,296205966,48673946,2
733,74,1051,10,1947134839,-1989946183,435675706,548181423,2
734,74,1054,10,2044131728,-2085403440,63203858,-139562772,2
735,74,1056,10,1654256441,-2059824273,-428396495,-427435833,2
736,74,1057,10,1810894734,-1580638114,-42191066,199883083,2
737,74,1058,10,1828109714,-1515877810,454754541,564308758,2
738,74,1059,10,1168730853,-1645083247,-785545956,-1252885990,2
739,74,1060,10,1878574748,-2104687071,-408780899,-647661565,2
740,75,1062,10,882752235,-1568557835,-441909366,-553151165,2
741,75,1063,10,1949258047,-1885750723,19354502,431870847,2
742,75,1064,10,1660559655,-2072210237,-529138645,-756190662,2
743,75,1067,10,1420987315,-1502088862,470046039,582477979,2
744,75,1068,10,1657167783,-1915064905,170448349,956244045,2
745,75,1070,10,1832906860,-1109302650,148808604,228911909,2
